name,name_en,genre,type,rating,synopsis
Seihou Bukyou Outlaw Star,Outlaw Star,"Action, Sci-Fi, Adventure, Space, Comedy",TV,7.87,"Gene Starwind has always dreamed of piloting his own ship out into the vast sea of stars. Unfortunately, not all dreams come true, as he spends his days working odd jobs alongside his partner, James Hawking, on the small planet Sentinel III instead. However, this all takes a turn when the duo takes on a job from Rachel Sweet who, unbeknownst to them, is actually a treasure-hunting outlaw. Tasked with protecting a mysterious girl known as Melfina, the meeting irrevocably changes the pair's lives as they are sent out into the great unknown aboard the highly advanced ship, Outlaw Star. Seihou Bukyou Outlaw Star follows Gene and his ragtag crew as they brave the final frontier, navigating the stars in search of answers to the mysteries surrounding Melfina. Encountering dangerous bounty hunters, space pirates, Taoist mages, and even catgirls, there is sure to be an exhilarating adventure around every corner."
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,Samurai X:Reflection,"Romance, Samurai, Historical, Drama, Shounen",OVA,8.0,"Kaoru goes to the harbor every day to see if Kenshin has returned. After a while, she starts looking back at her life with Kenshin and all the things that have happened."
Otogi Juushi Akazukin OVA,,"Adventure, Comedy, Magic, Fantasy",OVA,6.48,"ong, long time ago there where both science and magic in the human world. But God became afraid of the Human's unlimited potential, so he divided the world into two and sealed them apart. One world with magic and the other one with science. Suzukaze Souta is a normal boy except that he has the Key in his body to break the Seal. The evil witch Cendrillon want that power and tries to take it. Akazukin and Val, a silver wolf, came from the magic-world to prevent her from that. A grand story of a boy who will lead a checkered life and girls in fairly lands has just begun."
Hanaukyou Maid-tai,,"Comedy, Ecchi, Harem, Romance",TV,6.62,"fter losing his mother, 14-year-old Taro journeys to Tokyo to live with his grandfather. But he gets the biggest surprise when he discovers that his grandfather's home is a huge mansion with hundreds of beautiful maids ready to serve him. Making matters worse (at least for Taro, but not for our viewing) is that not only does he inherit the Hanaukyo mansion, he gets the services of all of the maids 24 hours a day, 7 days a week."
Bastard!!: Ankoku no Hakaishin,Bastard!!,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen",OVA,6.75,"The kingdom of Metallicana is under attack from the Four Lords of Havoc. This party of villains—ninja master Gara, deadly thunder empress Nei Arshes, cold and calculating Kall-Su, and enigmatic dark priest Abigail—will stop at nothing to get what they want, even if it leaves utter destruction in their wake. High Priest Geo is desperate to help save the kingdom and its people. He unleashes the mighty wizard Dark Schneider, a man who used to be an ally of the villains. Unfortunately, Dark Schneider has his own plans in mind. Will he stop the Four Lords of Havoc or join them in their conquest of the world?"
Blood: The Last Vampire,Blood:The Last Vampire,"Horror, Supernatural, Vampire",Movie,6.91,"Teropterids are evil beasts which pose as humans and live only to drink human blood. Fortunately for the human world there are groups dedicated to destroying them. A brooding and mysterious girl named Saya is the best teropterid slayer there is, and now, in 1960s Japan, she is sent to a U. S. army base which may be infested..."
Buzzer Beater,,"Shounen, Sports",TV,6.56,"Hideyoshi is a homeless boy living in New York in the near future, who survives by hustling other kids in basketball games. But now he's been drafted into a pro team-a pro team with a very unique goal. There once was a time when humans dominated the game of basketball. But times have changed, and now the physically superior alien players have taken over the game, and there are barely any human players left. But Hideyoshi's team-the first all-human team to compete in the Space League-intends to change all that, and bring the championship back home to Earth."
Tantei Gakuen Q,Detective School Q,"Comedy, Drama, Mystery, Police, Shounen",TV,7.76,"Kyuu is your average boy with a knack for logic and reasoning. Desiring to become a detective, he finds out about the existence of the Dan Detective School (DDS); a famed school where students are allowed to bear arms. Together with Megu, a girl with photographic memory, the martial arts master Kinta, the genius programmer Kazuma and the mysterious Ryuu, Kyuu tackles many well planned out crimes, always seeking the truth."
Final Fantasy VII: Last Order,Final Fantasy VII:Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi",Special,7.33,"h reports of monsters terrorizing the reactor at Mount Nibel, the Shinra Electric Power Company dispatches their elite fighting force SOLDIER to investigate. Accompanied by fellow SOLDIER First Class Zack Fair and a small contingent of company guards, the war hero Sephiroth is to assess the condition of the Mako reactor at the behest of the company. In Nibelheim, the village that the reactor powers, Sephiroth discovers the source of the monsters and the origins of Shinra's legendary Jenova Project. Running through the woods months later, Zack is no longer the hero he once dreamt of becoming. He flees from the General Affairs Department of the Shinra Electric Power Company, better known as the Turks, who desperately seek to bury the evidence living within the two."
Gun x Sword,,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,7.28,"Van, a lanky and apathetic swordsman, is on a journey to kill the murderer of his fiancé. The only characteristic he has to go by is that the murderer has a claw for an arm, hence the murderer being referred to as The Claw Man. During his travels, Van happens to pass through the city of Evergreen, which is defending itself from bandits who aim to rob the city of its treasury. It is in this city that Van meets Wendy Garret, a timid young girl who is looking for her kidnapped brother. When the city pleads for Van's assistance to defend it, he refuses, claiming it has nothing to do with him and thus leaves the city on its own to deal with the peril. Soon after, Van comes across the raiding bandits himself and they eventually tick off the swordsman to a degree where he takes action against them for his own personal vendetta. Surprisingly, Van learns that the bandits had ties with The Claw Man, and in kidnapping Wendy's brother for a reason they did not disclose. After the bandits are dealt with easily, Van and, much to his chagrin, Wendy continue the journey in search of The Claw Man. Little do they know, however, that The Claw Man is involved with something more atrocious than either could fathom."
Kore ga Watashi no Goshujinsama,He is My Master,"Comedy, Ecchi, Slice of Life",TV,6.56,"Izumi Sawatari and her younger sister, Mitsuki Sawatari, have run away from home and are in need of employment. The only jobs available are as maids in the mansion of 14-year-old millionaire, Yoshitaka Nakabayashi. What seems like simple work is soon revealed to be far more than the girls bargained for when they find Yoshitaka to be an authoritative employer who demands they call him ""Master""."
Hametsu no Mars,Mars of Destruction,"Sci-Fi, Horror",OVA,2.23,"Several months after a probe returning from Mars burns up during reentry, strange creatures dubbed ""Ancients"" begin to appear throughout Tokyo. Aggressive and dangerous, they cannot be killed with ordinary weapons. As scientists struggle to find the cause of their sudden appearance, the monsters wreak havoc across the world. Humanity finds hope in the form of the MARS suit—a new weapon developed to take down these enemies. The suit, however, can only be worn by those with specific DNA. Enter Takeru Hinata, an ordinary teen with a troubled past and one of the few capable of piloting the only weapon against the Ancients. With the help of the AAST, a special police force established to defeat the dangerous creatures, the young man battles against demons both personal and global whilst trying to discover the true nature of Earth's new aggressors."
